ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1778240	0.02520315	1.21e-04	-4.50	1.19496	-7.50e-01	336285203	GFOD1	glucose-fructose oxidoreductase domain containing 1
ILMN_2095840	0.02520315	1.21e-04	-4.50	1.1938	-4.25e-01	804138664	KAT6A	lysine acetyltransferase 6A
ILMN_1711828	0.02539492	1.23e-04	-4.49	1.18115	-7.08e-01	557878664	ANKRD10	ankyrin repeat domain 10
ILMN_3310835	0.02539492	1.23e-04	4.49	1.17899	1.25e-01	262205365	MIR20B	microRNA 20b
ILMN_1683165	0.02546464	1.24e-04	-4.49	1.17257	-2.00e-01	358679335	FAM20C	family with sequence similarity 20 member C
ILMN_1747223	0.0254764	1.25e-04	-4.49	1.16823	-2.25e-01	119874200	FRYL	FRY like transcription coactivator
ILMN_3305563	0.02558587	1.26e-04	4.48	1.15982	2.33e-01	207028177	ZNF205-AS1	ZNF205 antisense RNA 1
ILMN_3268914	0.02558587	1.27e-04	-4.48	1.15654	-4.83e-01	NA		
ILMN_1808299	0.0262691	1.30e-04	4.47	1.12875	4.08e-01	618857411	IQSEC1	IQ motif and Sec7 domain 1
ILMN_1656393	0.02650893	1.32e-04	4.47	1.11665	3.92e-01	299115259	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
ILMN_2152402	0.02668449	1.34e-04	-4.46	1.10565	-4.25e-01	294660762	ABHD16A	abhydrolase domain containing 16A
ILMN_1738047	0.02668449	1.34e-04	-4.46	1.10299	-3.42e-01	256773223	FAM170B	family with sequence similarity 170 member B
ILMN_1728298	0.02677136	1.35e-04	4.46	1.09553	1.18	67906173	SBK1	SH3 domain binding kinase 1
ILMN_1700232	0.02677136	1.36e-04	-4.46	1.09245	-4.33e-01	54112383	FBXO30	F-box protein 30
ILMN_3240586	0.02727972	1.41e-04	4.44	1.05703	3.08e-01	270265811	PLD6	phospholipase D family member 6
ILMN_2085525	0.02727972	1.41e-04	-4.44	1.0562	-1.67e-01	94536605	SNORA32	small nucleolar RNA, H/ACA box 32
ILMN_1700695	0.02727972	1.42e-04	4.44	1.05216	2.92e-01	557878644	SLC44A1	solute carrier family 44 member 1
ILMN_1759954	0.02727972	1.42e-04	-4.44	1.05216	-2.92e-01	151101406	PTMA	prothymosin, alpha
ILMN_2053527	0.02727972	1.42e-04	-4.44	1.05056	-3.58e-01	226371705	PARP9	poly(ADP-ribose) polymerase family member 9
ILMN_2168992	0.02727972	1.43e-04	-4.44	1.04721	-3.25e-01	54112383	FBXO30	F-box protein 30
ILMN_1669113	0.02727972	1.43e-04	4.44	1.04721	3.25e-01	302370954	ATF5	activating transcription factor 5
ILMN_1724306	0.02727972	1.43e-04	4.44	1.044	4.25e-01	313482780	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1
ILMN_1751079	0.02727972	1.44e-04	-4.44	1.04196	-5.75e-01	53759115	TAP1	transporter 1, ATP binding cassette subfamily B member
ILMN_1691846	0.02733328	1.44e-04	4.43	1.03654	1.12	181336848	G0S2	G0/G1 switch 2
ILMN_2073592	0.02754195	1.46e-04	4.43	1.02601	5.67e-01	241982710	CAND2	cullin associated and neddylation dissociated 2 (putative)
ILMN_1692826	0.0278291	1.48e-04	-4.42	1.01299	-3.75e-01	NA		
ILMN_1674394	0.0279205	1.49e-04	-4.42	1.00563	-3.25e-01	41327713	APMAP	adipocyte plasma membrane associated protein
ILMN_1693045	0.0279205	1.50e-04	4.42	0.99927	3.58e-01	527498308	TMED1	transmembrane p24 trafficking protein 1
ILMN_1768311	0.0279205	1.50e-04	-4.42	0.99927	-3.58e-01	NA		
ILMN_1763129	0.02792483	1.51e-04	4.42	0.99362	2.42e-01	13129099	DCTPP1	dCTP pyrophosphatase 1
ILMN_1776993	0.02792483	1.52e-04	4.42	0.99204	2.25e-01	223029377	COG2	component of oligomeric golgi complex 2
ILMN_2130525	0.02833877	1.55e-04	-4.41	0.97402	-2.58e-01	62422581	TSPAN13	tetraspanin 13
ILMN_1801869	0.02833877	1.55e-04	-4.41	0.97164	-3.00e-01	733605974	WDR75	WD repeat domain 75
ILMN_2052163	0.02861513	1.57e-04	-4.40	0.95934	-3.67e-01	307691201	YIPF1	Yip1 domain family member 1
ILMN_1715896	0.02874065	1.59e-04	4.40	0.95188	3.50e-01	115648064	PMVK	phosphomevalonate kinase
ILMN_2412761	0.02932032	1.63e-04	-4.39	0.92393	-3.25e-01	338753367	MAFG	MAF bZIP transcription factor G
ILMN_1796269	0.02932032	1.64e-04	-4.39	0.92266	-1.03	390608663	CSRP3	cysteine and glycine rich protein 3
ILMN_1733937	0.02932032	1.64e-04	-4.39	0.92088	-3.75e-01	52630444	MMD	monocyte to macrophage differentiation associated
ILMN_3180989	0.02932032	1.64e-04	-4.39	0.91995	-3.08e-01	218563733	DSTYK	dual serine/threonine and tyrosine protein kinase
ILMN_1781148	0.03011279	1.69e-04	4.37	0.89233	5.50e-01	215598805	ASB10	ankyrin repeat and SOCS box containing 10
ILMN_1715508	0.03024867	1.71e-04	-4.37	0.88179	-1.73	62953139	NNMT	nicotinamide N-methyltransferase
ILMN_1669709	0.03024867	1.71e-04	4.37	0.88144	3.17e-01	544583515	TMEM108	transmembrane protein 108
ILMN_1752927	0.03066069	1.74e-04	-4.36	0.86578	-4.00e-01	205277426	FAM160B1	family with sequence similarity 160 member B1
ILMN_1793287	0.03098379	1.77e-04	4.36	0.85012	2.92e-01	NA		
ILMN_2289924	0.03098379	1.77e-04	4.36	0.84954	5.08e-01	388490360	TRAK1	trafficking kinesin protein 1
ILMN_2406169	0.03102649	1.79e-04	-4.35	0.8411	-8.50e-01	527122099	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
ILMN_1784186	0.03102649	1.79e-04	4.35	0.84006	7.17e-01	NA		
ILMN_1710514	0.03102649	1.80e-04	-4.35	0.8383	-7.83e-01	164664507	BCL3	B-cell CLL/lymphoma 3
ILMN_2360415	0.03103104	1.81e-04	-4.35	0.83235	-1.07	122056621	PRNP	prion protein
ILMN_1707312	0.03103104	1.81e-04	-4.35	0.83157	-9.58e-01	52630428	NFIL3	nuclear factor, interleukin 3 regulated
ILMN_1702861	0.03114823	1.82e-04	4.35	0.82448	3.25e-01	46249399	SGCD	sarcoglycan delta
ILMN_2128795	0.03114823	1.83e-04	-4.34	0.8216	-6.58e-01	54607117	LRIG1	leucine rich repeats and immunoglobulin like domains 1
ILMN_2224031	0.03146493	1.86e-04	4.34	0.80822	3.42e-01	663071177	CETN3	centrin 3
ILMN_2411745	0.03146493	1.86e-04	4.34	0.80591	3.50e-01	56790929	EML1	echinoderm microtubule associated protein like 1
ILMN_1672878	0.03175398	1.91e-04	4.33	0.78384	4.17e-01	378824461	ABR	active BCR-related
ILMN_1731354	0.03175398	1.91e-04	4.33	0.78374	2.25e-01	1025812220	PARL	presenilin associated rhomboid like
ILMN_3241169	0.03175398	1.91e-04	4.33	0.78173	2.67e-01	89145414	ELP6	elongator acetyltransferase complex subunit 6
ILMN_2341952	0.03175398	1.91e-04	4.33	0.78089	3.92e-01	169646175	MRPL35	mitochondrial ribosomal protein L35
ILMN_1675519	0.03175398	1.92e-04	4.33	0.77948	1.17e-01	NA		
ILMN_2385278	0.03175398	1.92e-04	-4.33	0.77798	-3.83e-01	254553445	DCAF4	DDB1 and CUL4 associated factor 4
ILMN_1730940	0.03175398	1.93e-04	4.33	0.7752	4.58e-01	338968868	KLHDC3	kelch domain containing 3
ILMN_1742779	0.0323575	1.97e-04	4.32	0.75285	3.33e-01	283945456	CENPL	centromere protein L
ILMN_1769451	0.0323575	1.98e-04	4.32	0.75181	5.00e-01	523567544	ILVBL	ilvB acetolactate synthase like
ILMN_1676302	0.03383635	2.07e-04	-4.30	0.70795	-1.92e-01	403224965	PCED1A	PC-esterase domain containing 1A
ILMN_1666122	0.03383635	2.08e-04	4.30	0.70395	3.42e-01	153792109	HEG1	heart development protein with EGF like domains 1
ILMN_1729453	0.03383635	2.09e-04	4.29	0.70188	3.92e-01	270132562	TSPAN9	tetraspanin 9
ILMN_1813604	0.03386312	2.10e-04	4.29	0.69506	2.75e-01	316983134	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
ILMN_1759495	0.03386312	2.10e-04	-4.29	0.69497	-3.00e-01	221136812	XPO5	exportin 5
ILMN_1721580	0.03402384	2.12e-04	4.29	0.68759	5.00e-01	55770859	TBX15	T-box 15
ILMN_1793543	0.03425032	2.14e-04	4.28	0.6785	6.08e-01	664805953	CIART	circadian associated repressor of transcription
ILMN_1753342	0.03474788	2.18e-04	-4.28	0.66236	-4.17e-01	654823989	SAT1	spermidine/spermine N1-acetyltransferase 1
ILMN_1777139	0.03487677	2.20e-04	-4.27	0.65481	-4.67e-01	209180461	MAK16	MAK16 homolog
ILMN_2052863	0.03487677	2.21e-04	4.27	0.65028	2.17e-01	112734764	RNF5P1	ring finger protein 5 pseudogene 1
ILMN_1674941	0.03487677	2.21e-04	-4.27	0.64988	-5.50e-01	218156298	ANO6	anoctamin 6
ILMN_1678808	0.03526917	2.24e-04	-4.27	0.63671	-4.08e-01	335057541	ATG14	autophagy related 14
ILMN_1735461	0.0353276	2.25e-04	-4.27	0.63219	-9.83e-01	379317175	DDX21	DEAD-box helicase 21
ILMN_1741649	0.0355792	2.28e-04	4.26	0.62276	8.58e-01	167614501	PPP1R3A	protein phosphatase 1 regulatory subunit 3A
ILMN_1811574	0.03603535	2.32e-04	-4.25	0.60677	-2.42e-01	94557294	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
ILMN_2366710	0.03603535	2.32e-04	4.25	0.6048	4.58e-01	51173874	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
ILMN_1800935	0.03603535	2.33e-04	4.25	0.60168	4.08e-01	12232478	ARV1	ARV1 homolog, fatty acid homeostasis modulator
ILMN_3241091	0.03603535	2.34e-04	4.25	0.5993	4.42e-01	256818790	TMEM164	transmembrane protein 164
ILMN_1788874	0.03663766	2.38e-04	-4.24	0.58131	-2.28	73858562	SERPINA3	serpin family A member 3
ILMN_1661554	0.03721433	2.44e-04	-4.24	0.56197	-5.25e-01	189083689	DIAPH1	diaphanous related formin 1
ILMN_1655720	0.03721433	2.44e-04	4.24	0.56127	3.17e-01	94681045	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4
ILMN_1653871	0.03724663	2.45e-04	-4.23	0.55756	-1.38	111161293	NAMPT	nicotinamide phosphoribosyltransferase
ILMN_1704529	0.0376007	2.48e-04	-4.23	0.54561	-2.92e-01	665821272	PPIA	peptidylprolyl isomerase A
ILMN_1678494	0.0376007	2.49e-04	4.23	0.54051	1.58e-01	219555723	ZNF438	zinc finger protein 438
ILMN_1741600	0.0376007	2.50e-04	4.23	0.53917	3.08e-01	424036665	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
ILMN_1763603	0.0376007	2.51e-04	-4.22	0.53428	-4.25e-01	118498370	FAM177A1	family with sequence similarity 177 member A1
ILMN_1813949	0.0376007	2.52e-04	4.22	0.53278	3.17e-01	227430326	CASQ1	calsequestrin 1
ILMN_1679929	0.0376007	2.52e-04	4.22	0.53106	5.17e-01	698320876	KLF13	Kruppel like factor 13
ILMN_1673111	0.0376007	2.53e-04	-4.22	0.52878	-4.17e-01	537361046	TSEN34	tRNA splicing endonuclease subunit 34
ILMN_1801246	0.03780352	2.55e-04	-4.22	0.52105	-5.83e-01	150010588	IFITM1	interferon induced transmembrane protein 1
ILMN_3233930	0.03802743	2.57e-04	-4.22	0.51246	-4.17e-01	NA		
ILMN_2057566	0.03802743	2.58e-04	4.21	0.50864	2.42e-01	116642883	PGP	phosphoglycolate phosphatase
ILMN_1804822	0.03802743	2.60e-04	-4.21	0.50279	-5.17e-01	425905339	SRXN1	sulfiredoxin 1
ILMN_1716815	0.03802743	2.60e-04	-4.21	0.50144	-2.50e-01	296317301	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
ILMN_2078697	0.03802743	2.61e-04	-4.21	0.49945	-3.08e-01	156151440	ALPK1	alpha kinase 1
ILMN_1803941	0.03802743	2.61e-04	-4.21	0.49879	-6.67e-01	226342864	TBC1D15	TBC1 domain family member 15
ILMN_2397024	0.03862079	2.66e-04	4.20	0.4811	3.58e-01	56117833	SPOP	speckle type BTB/POZ protein
ILMN_1662331	0.03862079	2.67e-04	4.20	0.47918	2.92e-01	169808398	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
ILMN_1778561	0.03863785	2.68e-04	-4.20	0.47601	-6.08e-01	221307497	WEE1	WEE1 G2 checkpoint kinase
ILMN_1811264	0.03871362	2.69e-04	-4.20	0.47147	-3.25e-01	574286295	C15orf57	chromosome 15 open reading frame 57
ILMN_2127379	0.03884783	2.71e-04	-4.20	0.46558	-1.58e-01	229892272	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
ILMN_1803745	0.03890923	2.72e-04	4.19	0.4614	5.08e-01	74099693	SUOX	sulfite oxidase
ILMN_1773885	0.03894086	2.74e-04	4.19	0.455	3.75e-01	78000210	DMAP1	DNA methyltransferase 1 associated protein 1
ILMN_1755364	0.03894086	2.75e-04	4.19	0.45248	2.00e-01	324072795	RALA	RALA Ras like proto-oncogene A
ILMN_1657790	0.03894086	2.75e-04	-4.19	0.45248	-2.00e-01	300244567	SRSF11	serine and arginine rich splicing factor 11
ILMN_1686367	0.0391401	2.78e-04	4.19	0.44191	2.50e-01	527498289	HSPA8	heat shock protein family A (Hsp70) member 8
ILMN_1717229	0.0391401	2.79e-04	-4.19	0.43942	-3.92e-01	63054818	AAED1	AhpC/TSA antioxidant enzyme domain containing 1
ILMN_1746241	0.0391401	2.80e-04	4.18	0.43509	3.83e-01	78711818	SDHC	succinate dehydrogenase complex subunit C
ILMN_1759729	0.0391401	2.80e-04	4.18	0.43509	3.83e-01	33519464	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
ILMN_3207933	0.0391401	2.81e-04	-4.18	0.43199	-4.08e-01	NA		
ILMN_2136089	0.0391401	2.81e-04	-4.18	0.4313	-9.33e-01	NA		
ILMN_1768197	0.0391401	2.83e-04	-4.18	0.42709	-3.67e-01	349732177	PTBP3	polypyrimidine tract binding protein 3
ILMN_1798454	0.0391401	2.83e-04	4.18	0.42525	3.50e-01	51243061	MAD2L1BP	MAD2L1 binding protein
ILMN_1718734	0.0391401	2.84e-04	-4.18	0.42373	-4.67e-01	133908639	MLLT6	MLLT6, PHD finger domain containing
ILMN_1672834	0.03924167	2.87e-04	-4.17	0.41411	-4.92e-01	530788324	SSH2	slingshot protein phosphatase 2
ILMN_1682038	0.03924167	2.88e-04	-4.17	0.41113	-4.67e-01	94400877	SNORA25	small nucleolar RNA, H/ACA box 25
ILMN_2385647	0.03924167	2.88e-04	4.17	0.41002	2.08e-01	362999012	ALAS1	5'-aminolevulinate synthase 1
ILMN_2229032	0.03924167	2.89e-04	4.17	0.40832	2.17e-01	817475135	NME6	NME/NM23 nucleoside diphosphate kinase 6
ILMN_1729123	0.03924167	2.89e-04	4.17	0.40565	2.83e-01	301129279	PTPA	protein phosphatase 2 phosphatase activator
ILMN_1730048	0.03924167	2.89e-04	-4.17	0.40565	-2.83e-01	733215678	C7orf26	chromosome 7 open reading frame 26
ILMN_1842191	0.03952103	2.92e-04	4.17	0.39662	1.92e-01	5448200		
ILMN_2091347	0.03992907	2.96e-04	4.16	0.38414	5.00e-01	538917457	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic
ILMN_1697694	0.03992907	2.98e-04	4.16	0.37968	3.67e-01	530788255	ATP6AP1	ATPase H+ transporting accessory protein 1
ILMN_1653211	0.03992907	2.98e-04	4.16	0.37953	8.00e-01	291045199	ATP1B4	ATPase Na+/K+ transporting family member beta 4
ILMN_2286514	0.03992907	2.99e-04	4.16	0.377	3.75e-01	56549684	GTPBP8	GTP binding protein 8 (putative)
ILMN_1685415	0.04006139	3.01e-04	-4.16	0.36908	-4.92e-01	47834345	HBP1	HMG-box transcription factor 1
ILMN_1803279	0.04006139	3.03e-04	-4.15	0.36481	-4.58e-01	282165813	TMED5	transmembrane p24 trafficking protein 5
ILMN_2208802	0.04006139	3.03e-04	-4.15	0.36481	-4.58e-01	148596993	NPIPA1	nuclear pore complex interacting protein family member A1
ILMN_1724139	0.04006139	3.03e-04	-4.15	0.36381	-2.67e-01	100913217	TMEM123	transmembrane protein 123
ILMN_1694548	0.04027434	3.06e-04	4.15	0.35647	3.92e-01	96304463	ANXA3	annexin A3
ILMN_1778255	0.04045316	3.08e-04	-4.15	0.34993	-1.75e-01	126517492	FARSA	phenylalanyl-tRNA synthetase alpha subunit
ILMN_1764629	0.04057687	3.10e-04	-4.15	0.34465	-1.30	205830421	SLC39A14	solute carrier family 39 member 14
ILMN_1711470	0.04091694	3.16e-04	4.14	0.32658	3.08e-01	209969667	UBE2T	ubiquitin conjugating enzyme E2 T
ILMN_1718558	0.04091694	3.16e-04	-4.14	0.32609	-2.50e-01	733214993	PARP12	poly(ADP-ribose) polymerase family member 12
ILMN_1676197	0.04091694	3.16e-04	-4.14	0.32609	-2.50e-01	239787918	LRP11	LDL receptor related protein 11
ILMN_1651964	0.04091694	3.16e-04	-4.14	0.32558	-5.58e-01	987437937	ABCC5	ATP binding cassette subfamily C member 5
ILMN_2334296	0.04091694	3.17e-04	-4.14	0.32228	-4.58e-01	89111126	IL18BP	interleukin 18 binding protein
ILMN_1726930	0.04091694	3.17e-04	4.14	0.32213	2.75e-01	148277003	TRAPPC13	trafficking protein particle complex 13
ILMN_1752478	0.04113103	3.20e-04	4.13	0.31493	3.50e-01	611434981	DHRS3	dehydrogenase/reductase 3
ILMN_2371964	0.04124656	3.22e-04	4.13	0.30993	3.33e-01	16950590	MRPS12	mitochondrial ribosomal protein S12
ILMN_1685493	0.04174956	3.26e-04	-4.13	0.29648	-2.25e-01	666335578	TMCC3	transmembrane and coiled-coil domain family 3
ILMN_1784218	0.04207156	3.30e-04	-4.12	0.28707	-3.92e-01	41327770	DDX23	DEAD-box helicase 23
ILMN_1706583	0.04224446	3.32e-04	4.12	0.28091	4.92e-01	260436925	DLAT	dihydrolipoamide S-acetyltransferase
ILMN_1745471	0.0424175	3.34e-04	-4.12	0.27477	-2.58e-01	82734235	IRF9	interferon regulatory factor 9
ILMN_1768662	0.04243275	3.36e-04	-4.11	0.27063	-7.75e-01	315360639	UCK2	uridine-cytidine kinase 2
ILMN_1713505	0.04243275	3.36e-04	-4.11	0.26959	-4.42e-01	255652943	NPC1	NPC intracellular cholesterol transporter 1
ILMN_3300972	0.0426055	3.39e-04	4.11	0.26349	3.75e-01	119393887	SIVA1	SIVA1 apoptosis inducing factor
ILMN_1696054	0.04269244	3.40e-04	4.11	0.25924	5.67e-01	307574683	SMYD1	SET and MYND domain containing 1
ILMN_1811330	0.04300708	3.44e-04	4.11	0.24778	6.42e-01	356582279	FAM134B	family with sequence similarity 134 member B
ILMN_2136455	0.04300708	3.45e-04	-4.11	0.2473	-5.50e-01	522838255	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase
ILMN_1687922	0.04300708	3.47e-04	4.10	0.2413	3.00e-01	42718019	RP9	retinitis pigmentosa 9 (autosomal dominant)
ILMN_1679483	0.04300708	3.47e-04	-4.10	0.24123	-5.58e-01	83582808	INTS10	integrator complex subunit 10
ILMN_1769282	0.04300708	3.49e-04	4.10	0.23515	3.17e-01	109715867	FRMD6	FERM domain containing 6
ILMN_2329958	0.04300708	3.49e-04	-4.10	0.23513	-1.75e-01	296010948	ABI1	abl interactor 1
ILMN_1785252	0.04300708	3.50e-04	4.10	0.23402	3.25e-01	94721256	SLC26A6	solute carrier family 26 member 6
ILMN_2066124	0.04300708	3.51e-04	4.10	0.23119	2.33e-01	300192932	AFG3L2	AFG3 like matrix AAA peptidase subunit 2
ILMN_1773906	0.04300708	3.51e-04	4.10	0.23119	2.33e-01	223890290	NCOA4	nuclear receptor coactivator 4
ILMN_1689700	0.04408108	3.62e-04	-4.09	0.20173	-2.42e-01	977377917	ARID5A	AT-rich interaction domain 5A
ILMN_2346727	0.04408108	3.63e-04	4.09	0.2007	2.50e-01	197313692	MTUS1	microtubule associated tumor suppressor 1
ILMN_1659106	0.04408108	3.63e-04	-4.09	0.20033	-5.42e-01	824453349	PHLDA3	pleckstrin homology like domain family A member 3
ILMN_3253456	0.04408108	3.64e-04	-4.08	0.19768	-6.42e-01	205360931	FNDC3B	fibronectin type III domain containing 3B
ILMN_1729816	0.04408108	3.64e-04	4.08	0.19716	2.58e-01	353523789	VDAC3	voltage dependent anion channel 3
ILMN_1740528	0.04410895	3.65e-04	4.08	0.19427	4.75e-01	589908367	ASB15	ankyrin repeat and SOCS box containing 15
ILMN_1654497	0.04417716	3.67e-04	4.08	0.19056	3.67e-01	1013384653	ATAD1	ATPase family, AAA domain containing 1
ILMN_1663866	0.04445929	3.70e-04	-4.08	0.18249	-6.92e-01	170650698	TGFBI	transforming growth factor beta induced
ILMN_1749009	0.04487986	3.76e-04	-4.07	0.16936	-3.25e-01	224496105	REXO2	RNA exonuclease 2
ILMN_1704793	0.04487986	3.76e-04	4.07	0.16936	3.25e-01	746816036	MYPOP	Myb related transcription factor, partner of profilin
ILMN_1678775	0.04496507	3.77e-04	-4.07	0.16536	-3.67e-01	393250342	CLEC2D	C-type lectin domain family 2 member D
ILMN_1659024	0.04511791	3.79e-04	-4.07	0.16	-2.50e-01	291219892	TMCC2	transmembrane and coiled-coil domain family 2
ILMN_1806106	0.04547415	3.86e-04	-4.06	0.1447	-7.42e-01	45593129	GNL3	G protein nucleolar 3
ILMN_1653940	0.04547415	3.86e-04	4.06	0.14443	2.83e-01	188528691	USP2	ubiquitin specific peptidase 2
ILMN_1743034	0.04547415	3.86e-04	4.06	0.14386	4.33e-01	189339260	KIF1B	kinesin family member 1B
ILMN_2091375	0.04547415	3.86e-04	-4.06	0.14381	-2.42e-01	751868084	KRCC1	lysine rich coiled-coil 1
ILMN_1750402	0.04554241	3.91e-04	4.06	0.13357	3.17e-01	30089681	SNORD107	small nucleolar RNA, C/D box 107
ILMN_1766408	0.04554241	3.93e-04	-4.05	0.12707	-4.75e-01	47132615	CBFB	core-binding factor beta subunit
ILMN_1805802	0.04554241	3.96e-04	-4.05	0.12036	-8.50e-01	296040452	MYF6	myogenic factor 6
ILMN_2117323	0.04554241	3.97e-04	4.05	0.11792	4.58e-01	194097346	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
ILMN_1760830	0.04554241	3.99e-04	-4.05	0.11556	-3.67e-01	335057518	FBXO32	F-box protein 32
ILMN_1688629	0.04554241	3.99e-04	-4.05	0.11525	-2.42e-01	523567536	ZNF274	zinc finger protein 274
ILMN_1781155	0.04554241	4.00e-04	-4.05	0.11308	-1.92e-01	340745347	LYN	LYN proto-oncogene, Src family tyrosine kinase
ILMN_1765371	0.04554241	4.00e-04	-4.05	0.11308	-1.92e-01	995970172	LUC7L	LUC7 like
ILMN_1720048	0.04554241	4.00e-04	-4.05	0.11209	-7.92e-01	56119169	CCL2	C-C motif chemokine ligand 2
ILMN_1809086	0.04554241	4.01e-04	-4.05	0.10896	-2.67e-01	544583594	XRN1	5'-3' exoribonuclease 1
ILMN_1731418	0.04554241	4.02e-04	-4.05	0.10869	-3.17e-01	190343007	SP110	SP110 nuclear body protein
ILMN_3257566	0.04554241	4.02e-04	-4.05	0.10869	-3.17e-01	218563734	DSTYK	dual serine/threonine and tyrosine protein kinase
ILMN_1715702	0.04554241	4.02e-04	-4.05	0.10869	-3.17e-01	NA		
ILMN_1751559	0.04554241	4.02e-04	4.05	0.10657	2.50e-01	374858055	TMEM204	transmembrane protein 204
ILMN_1737314	0.04554241	4.03e-04	-4.05	0.10595	-5.75e-01	299115782	BCL6	B-cell CLL/lymphoma 6
ILMN_1653529	0.04554241	4.04e-04	-4.04	0.10297	-2.83e-01	239787837	TEX10	testis expressed 10
ILMN_1705253	0.04554241	4.05e-04	4.04	0.10044	3.17e-01	283484021	PTPRD	protein tyrosine phosphatase, receptor type D
ILMN_1682792	0.04554241	4.05e-04	-4.04	0.09986	-6.42e-01	51173723	BYSL	bystin like
ILMN_1766991	0.04554241	4.06e-04	4.04	0.09977	5.92e-01	189458878	ABRA	actin binding Rho activating protein
ILMN_1671809	0.04554241	4.06e-04	-4.04	0.09845	-3.92e-01	557440873	DUSP22	dual specificity phosphatase 22
ILMN_1849013	0.04593018	4.11e-04	-4.04	0.0874	-3.33e-01	76879791	IL6ST	interleukin 6 signal transducer
ILMN_1714737	0.04593018	4.12e-04	4.04	0.08516	3.50e-01	115430246	ASF1A	anti-silencing function 1A histone chaperone
ILMN_1734742	0.04593018	4.13e-04	-4.04	0.08257	-6.00e-01	669033302	ARHGDIA	Rho GDP dissociation inhibitor alpha
ILMN_1701331	0.04593018	4.13e-04	4.04	0.08221	2.00e-01	150417997	UBE2M	ubiquitin conjugating enzyme E2 M
ILMN_1750521	0.04604238	4.16e-04	-4.03	0.07688	-8.83e-01	215272349	UCP3	uncoupling protein 3
ILMN_1661833	0.04604238	4.17e-04	-4.03	0.07487	-3.25e-01	323362987	ANKRD12	ankyrin repeat domain 12
ILMN_1662768	0.04604238	4.18e-04	-4.03	0.07153	-1.83e-01	663429540	SLC9B2	solute carrier family 9 member B2
ILMN_2106331	0.04604238	4.18e-04	-4.03	0.07153	-1.83e-01	318068040	H3F3A	H3 histone, family 3A
ILMN_1756355	0.04654853	4.24e-04	4.03	0.05894	2.42e-01	226423900	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
ILMN_1719344	0.04654853	4.26e-04	-4.02	0.05546	-1.19	NA		
ILMN_1688464	0.04654853	4.26e-04	4.02	0.05532	6.00e-01	209915605	MAP6D1	MAP6 domain containing 1
ILMN_1779257	0.04671858	4.28e-04	-4.02	0.04993	-1.58e-01	720642758	CD40	CD40 molecule
ILMN_2368971	0.0469628	4.32e-04	-4.02	0.04237	-4.00e-01	939106601	PSMD12	proteasome 26S subunit, non-ATPase 12
ILMN_1723211	0.0469628	4.33e-04	4.02	0.04104	3.08e-01	120431609	L2HGDH	L-2-hydroxyglutarate dehydrogenase
ILMN_1666976	0.04698384	4.34e-04	4.02	0.03856	3.50e-01	605052025	PLD3	phospholipase D family member 3
ILMN_1736940	0.04700478	4.35e-04	-4.02	0.03608	-3.83e-01	164518913	HPRT1	hypoxanthine phosphoribosyltransferase 1
ILMN_1760320	0.04702858	4.37e-04	4.01	0.03117	2.42e-01	543173165	GNB1	G protein subunit beta 1
